School,Student_Number,Grade_Level,Subject,Course Name,Course Number,Section,Teacher Number,Teadcher_Name,metric_domain,metric_name,metric_category,value,ap_manager_name,ap_manager_id
School 1,STU_B4911A5F,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_32B4B8A4,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_473F21E4,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_F068709E,8,HR,HR,HR,8Michigan,TCH_C7F77440,"Lawson, Gerald",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_CEDBB11C,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_56D5129A,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_FCB889A8,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_AD7C2B60,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_3D5C2560,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_EE6D9DBA,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_F91B0433,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_F772164E,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_22895B0D,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_C3E9D2C0,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_AC7152BF,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_5F471735,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_6D5ED038,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_7A2995F1,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_008A0238,8,HR,HR,HR,8Maryland,TCH_CE1AC804,"Rhodes, Leonard",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_4D882D31,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_C997E181,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_49EA2907,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_34A71DF0,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_7C73B217,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_7BE3482C,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_CBD4C0DB,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_D96CB37C,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_3F98E82A,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_847D31CD,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B07373AB,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B98C6CA3,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_45C45814,8,HR,HR,HR,8OhioState,TCH_E83A2D65,"Keane, Lorraine",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_212A287F,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_2D021B3F,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B7C60462,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_AD0B61FA,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_8E6C4B2C,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_1DC02D20,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_8CA9128A,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_E88EAD2D,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_F045E624,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B3848A65,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_C8DC4069,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_B4502C4B,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_F73FD4D5,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_AD9619EA,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_6CC3F5F9,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
School 1,STU_CD81092D,8,HR,HR,HR,8PennSt,TCH_B0017323,"Whitfield, Sandra",Attendance,ADA%,,,Awesome AP 3,AP_98D7BF59
